ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response,New_Weather_Condition,New_Road_Condition,New_Driver_Age_Group
166123,Idaho,6/1/2024 16:15,Tuesday,12:32:36,Sunny,Icy,1,Highway,Roundabout,Cyclist involved,Pedestrian,Teenager,4,2,69,9.228995965,1.964062276,401.5421215,9.66540616,0.265585386,49,22.29878834,0,1,1
166124,New Jersey,15/2/2024 13:21,Saturday,4:27:01,Rainy,Snowy,1,Urban,Intersection,Run-off-road,Motorcycle,Young Adult,1,1,59,9.973785806,0.240589309,583.3134533,9.959696839,0.578637335,52,10.89268436,1,1,1
166125,Nevada,8/1/2024 18:28,Sunday,2:04:56,Foggy,Dry,0,Highway,T-Junction,Rear-end collision,Bicycle,Adult,3,3,50,0.921136908,1.560453576,444.4750709,4.761637077,0.863805426,23,17.7715757,1,0,0
166126,Michigan,29/1/2024 19:28,Tuesday,15:19:48,Sunny,Snowy,1,Rural,Crossroads,Pedestrian involved,Motorcycle,Senior,2,3,65,3.3824661,5.854659496,640.4635945,9.665484655,0.941133851,51,8.967096638,0,1,0
166127,Texas,28/1/2024 6:11,Saturday,11:01:22,Stormy,Snowy,1,Urban,Crossroads,Rollover,Pedestrian,Senior,1,3,70,7.48917115,2.503995373,804.9968246,6.062436094,0.553760299,100,22.35126893,1,1,0
166128,Pennsylvania,13/1/2024 5:07,Monday,20:08:19,Rainy,Icy,1,Urban,NA,Head-on collision,Car,Young Adult,5,2,40,9.339976249,1.057864261,890.0287902,8.20386421,0.470389208,61,11.59538804,1,1,1
166129,Alaska,26/2/2024 5:20,Monday,16:40:20,Snowy,Muddy,0,Street,Intersection,Rear-end collision,Car,Teenager,4,3,47,8.335362462,7.596616961,218.8329151,6.6231986,0.186060616,55,23.91857028,1,1,1
166130,North Dakota,7/2/2024 0:57,Thursday,23:05:47,Rainy,Wet,1,Highway,Underpass,Rollover,Pedestrian,Teenager,4,2,49,9.847285993,2.154289165,744.2311834,NA,0.342868038,50,24.59439044,1,1,1
166131,Colorado,15/1/2024 2:23,Tuesday,20:52:55,Rainy,Dry,1,Urban,T-Junction,Pedestrian involved,Pedestrian,Young Adult,3,2,46,6.578294305,0.465877318,325.4695,NA,0.374455013,54,14.90060157,1,0,1
166132,Arkansas,2/2/2024 12:38,Friday,23:07:28,Snowy,Muddy,1,Highway,T-Junction,Side collision,Car,Teenager,4,2,56,7.064120675,4.085613319,948.7059932,6.372827056,0.816346651,32,13.53336546,1,1,1
166133,Alabama,14/2/2024 8:08,Wednesday,17:00:27,Stormy,Wet,1,Freeway,T-Junction,Pedestrian involved,Car,Senior,1,1,49,6.423583349,2.433199496,176.4031177,6.438357207,0.124907064,49,28.6457915,1,1,0
166134,Oklahoma,20/2/2024 1:17,Monday,0:20:20,Rainy,Muddy,1,Highway,NA,Run-off-road,Pedestrian,Teenager,3,0,32,3.12341864,8.274288936,542.4975388,4.139463719,0.79745445,95,8.582844691,1,1,1
166135,Oklahoma,26/1/2024 21:07,Sunday,14:24:32,Snowy,Wet,1,Highway,Crossroads,Rollover,Motorcycle,Senior,3,3,59,8.218494265,3.073130522,561.3951294,8.359661628,0.971855332,49,11.56973072,1,1,0
166136,Pennsylvania,30/1/2024 17:06,Wednesday,2:05:58,Sunny,Snowy,0,Highway,T-Junction,Rollover,Pedestrian,Young Adult,4,0,45,5.984827055,7.825078915,834.3582202,NA,0.414342446,59,13.27335909,0,1,1
166137,Louisiana,8/2/2024 20:14,Monday,2:50:31,Sunny,Wet,0,Highway,Overpass,Head-on collision,Motorcycle,Young Adult,2,0,59,6.201748635,1.847789238,103.9963421,6.890125996,0.559489661,88,28.45740182,0,1,1
166138,South Dakota,28/2/2024 21:23,Friday,9:20:19,Rainy,Muddy,1,Freeway,Underpass,Pedestrian involved,Pedestrian,Young Adult,3,0,43,3.626574968,4.018671545,524.6418112,9.186488663,0.899853722,52,6.746472517,1,1,1
166139,Kansas,12/2/2024 13:09,Friday,12:37:59,Sunny,Dry,0,Urban,T-Junction,Cyclist involved,Truck,Senior,4,1,59,7.473274944,1.838082222,223.8717635,7.008061704,0.591256811,0,17.35592923,0,0,0
166140,New Hampshire,14/2/2024 21:15,Tuesday,4:12:54,Snowy,Dry,0,Highway,NA,Head-on collision,Motorcycle,Senior,2,0,55,4.400882799,5.750591012,954.3446912,5.454758737,0.363364459,87,10.57737923,1,0,0
166141,Alaska,4/2/2024 15:18,Tuesday,21:17:41,Sunny,Snowy,1,Rural,Crossroads,Cyclist involved,Bicycle,Senior,5,2,54,8.775735066,2.314501535,855.8775553,4.942885577,0.938282082,89,12.53149258,0,1,0
166142,Hawaii,27/1/2024 3:02,Saturday,0:05:30,Sunny,Wet,1,Highway,Roundabout,Head-on collision,Car,Adult,3,1,38,4.590968531,5.051707969,222.1581448,9.321262136,0.965045174,43,13.9302611,0,1,0
166143,West Virginia,21/1/2024 9:56,Thursday,13:29:57,Foggy,Icy,1,Rural,Overpass,Rear-end collision,Car,Young Adult,3,3,66,4.881322295,1.136302183,961.4651782,6.090848427,0.891143037,20,28.13100977,1,1,1
166144,Michigan,23/2/2024 15:43,Monday,1:00:20,Rainy,Dry,0,Street,T-Junction,Rear-end collision,Pedestrian,Teenager,5,1,66,7.796702468,4.951717727,525.2597689,NA,0.987376544,22,21.30675415,1,0,1
166145,Ohio,7/1/2024 23:13,Sunday,3:19:06,Stormy,Icy,1,Rural,Overpass,Rollover,Motorcycle,Adult,2,3,62,5.046852783,3.731283952,539.7869931,9.933498555,0.903068548,99,14.32607629,1,1,0
166146,Georgia,1/1/2024 17:29,Monday,13:36:51,Rainy,Snowy,0,Rural,Roundabout,Cyclist involved,Truck,Young Adult,4,2,51,7.26728308,9.567445331,144.8414503,4.123439445,0.332778466,9,21.96631168,1,1,1
166147,Arkansas,15/1/2024 23:44,Saturday,21:30:36,Rainy,Muddy,0,Freeway,Roundabout,Pedestrian involved,Motorcycle,Adult,2,2,48,5.554638319,5.059017826,365.2511093,4.250639411,0.241556378,71,19.8154911,1,1,0
166148,Oregon,6/1/2024 7:53,Tuesday,18:32:45,Stormy,Snowy,0,Rural,Intersection,Side collision,Pedestrian,Adult,4,0,34,8.811682012,4.347102263,255.4875131,8.94208285,0.422570178,20,19.87493434,1,1,0
166149,Nebraska,2/1/2024 8:22,Sunday,9:26:29,Rainy,Wet,1,Rural,Crossroads,Side collision,Bicycle,Teenager,5,3,31,5.981507398,1.394304722,602.5676143,5.841908371,0.6129726,54,20.00353978,1,1,1
166150,Utah,15/1/2024 18:50,Friday,14:51:51,Foggy,Wet,0,Highway,Intersection,Head-on collision,Car,Adult,2,0,49,5.144319238,3.356394068,883.8275589,3.01788117,0.870035234,71,16.18692592,1,1,0
166151,Montana,10/1/2024 4:02,Sunday,19:10:37,Sunny,Snowy,1,Rural,Overpass,Head-on collision,Car,Senior,2,0,56,1.58177531,6.625262876,707.7352891,8.789072653,0.871162794,38,13.33190971,0,1,0
166152,South Dakota,25/2/2024 11:22,Tuesday,16:27:22,Snowy,Wet,1,Rural,Roundabout,Pedestrian involved,Car,Young Adult,4,2,45,8.602004988,8.027640717,279.3448966,8.36500925,0.892502378,56,17.29751756,1,1,1
166153,Vermont,24/2/2024 9:30,Sunday,11:16:03,Foggy,Wet,0,Street,Crossroads,Head-on collision,Motorcycle,Senior,5,1,69,0.800186751,5.578194325,644.0417307,4.418227982,0.130152981,77,17.7715757,1,1,0
166154,Vermont,15/2/2024 14:48,Monday,12:18:34,Snowy,Snowy,0,Street,Overpass,Cyclist involved,Motorcycle,Adult,1,0,53,8.592496574,0.440505587,113.26723,8.818841727,0.163647789,52,15.65781053,1,1,0
166155,Florida,5/2/2024 20:46,Wednesday,23:15:02,Sunny,Icy,1,Freeway,T-Junction,Run-off-road,Bicycle,Adult,1,1,52,2.440531133,9.062158709,118.0366014,3.561753034,0.160959097,30,15.15677162,0,1,0
166156,Mississippi,7/2/2024 7:05,Tuesday,12:10:21,Foggy,Icy,0,Urban,Underpass,Pedestrian involved,Pedestrian,Young Adult,3,0,42,2.788021412,1.921733215,265.2250748,4.212173025,0.800633916,83,23.28322947,1,1,1
166157,Missouri,27/2/2024 16:01,Sunday,4:30:38,Sunny,Wet,0,Rural,Roundabout,Cyclist involved,Truck,Adult,4,0,42,2.005954575,5.682005703,705.4366722,9.901917273,0.727382331,87,25.51304866,0,1,0
166158,Maryland,10/1/2024 7:11,Sunday,4:34:51,Sunny,Wet,1,Highway,Intersection,Head-on collision,Truck,Adult,3,0,68,7.236109523,3.795864723,989.5107086,6.713771831,0.304783719,44,29.02487534,0,1,0
166159,North Carolina,22/2/2024 6:01,Tuesday,9:29:01,Stormy,Snowy,0,Highway,Intersection,Side collision,Pedestrian,Senior,1,3,64,9.042279548,2.850455931,829.5752218,3.092782498,0.811592939,85,13.88853046,1,1,0
166160,South Carolina,1/2/2024 0:20,Thursday,12:29:11,Foggy,Snowy,0,Freeway,Roundabout,Rear-end collision,Truck,Adult,2,2,60,7.301243452,2.870115412,134.0776297,4.67176419,0.655203995,99,22.23648494,1,1,0
166161,South Dakota,13/2/2024 16:59,Tuesday,16:50:59,Snowy,Wet,1,Street,Overpass,Head-on collision,Car,Teenager,4,1,39,2.597597331,2.656027986,202.8113847,3.566963639,0.11372378,55,17.7715757,1,1,1
166162,Arizona,9/1/2024 17:47,Friday,3:34:12,Rainy,Icy,1,Urban,Roundabout,Run-off-road,Truck,Teenager,2,2,67,0.525742614,6.592574085,799.6149302,5.91161349,0.243739005,45,17.7715757,1,1,1
166163,Minnesota,17/2/2024 14:26,Friday,3:04:05,Snowy,Muddy,0,Freeway,Roundabout,Rear-end collision,Truck,Young Adult,4,1,44,9.828344801,6.003227679,706.520011,5.209015441,0.409505442,32,17.7715757,1,1,1
166164,Rhode Island,23/1/2024 18:35,Tuesday,10:24:02,Foggy,Muddy,1,Urban,Crossroads,Cyclist involved,Truck,Senior,1,1,33,5.76768672,7.257612596,897.4065367,5.228903184,0.602410414,12,22.9070791,1,1,0
166165,Ohio,19/2/2024 14:53,Sunday,9:01:34,Rainy,Snowy,1,Rural,Crossroads,Side collision,Car,Senior,5,0,69,5.274814107,1.649846155,520.3113448,7.760792632,0.238985251,47,27.80185079,1,1,0
166166,Alaska,17/2/2024 10:24,Tuesday,17:49:48,Stormy,Wet,1,Highway,T-Junction,Cyclist involved,Car,Adult,5,1,66,0.438334222,6.109786834,629.5108354,5.257400497,0.597776458,9,26.92966193,1,1,0
166167,Connecticut,27/1/2024 22:51,Wednesday,6:42:49,Rainy,Wet,1,Urban,T-Junction,Head-on collision,Truck,Adult,2,1,55,1.631330765,3.768799071,123.3196654,9.103169917,0.374587702,49,12.97289716,1,1,0
166168,Ohio,26/2/2024 16:07,Saturday,1:28:48,Sunny,Muddy,0,Rural,NA,Run-off-road,Car,Senior,4,2,38,4.114971771,0.885165784,394.6181959,3.284454693,0.280689489,77,9.584679434,0,1,0
166169,Hawaii,7/1/2024 12:51,Friday,21:58:55,Stormy,Dry,1,Rural,Roundabout,Head-on collision,Bicycle,Senior,1,3,56,2.493456655,8.76349278,702.5884799,3.66425891,0.536099405,36,17.7715757,1,0,0
166170,Maine,22/2/2024 17:11,Sunday,23:18:42,Foggy,Muddy,0,Urban,T-Junction,Cyclist involved,Bicycle,Senior,4,2,37,3.657658708,8.696016355,848.8270674,9.504732658,0.169160078,53,10.09108864,1,1,0
166171,Maine,3/2/2024 20:41,Saturday,22:47:33,Foggy,Dry,1,Street,Underpass,Run-off-road,Pedestrian,Young Adult,2,2,50,9.085733497,2.616745188,241.4066681,7.611293531,0.403795378,32,20.17184213,1,0,1
166172,New Jersey,25/1/2024 11:07,Tuesday,20:27:08,Stormy,Snowy,1,Rural,NA,Side collision,Car,Adult,5,3,50,7.150947852,9.707694924,217.2365123,3.980859056,0.174089857,49,29.39093222,1,1,0
166173,Vermont,17/2/2024 13:52,Tuesday,15:46:22,Snowy,Snowy,0,Rural,Overpass,Rear-end collision,Car,Young Adult,4,1,59,4.960221744,0.606114431,719.4574648,7.009015896,0.218379493,69,19.39689631,1,1,1
166174,South Carolina,28/2/2024 12:37,Saturday,3:20:59,Stormy,Wet,0,Rural,T-Junction,Cyclist involved,Car,Teenager,3,1,34,0.386762834,4.224820582,868.6199527,3.186167332,0.77030812,26,13.77792564,1,1,1
166175,New Jersey,30/1/2024 1:25,Friday,22:53:28,Sunny,Dry,1,Freeway,Crossroads,Head-on collision,Truck,Senior,1,3,65,8.513544146,4.510079254,518.3250393,NA,0.872850106,20,19.77800047,0,0,0
166176,Vermont,14/1/2024 10:18,Saturday,7:20:04,Stormy,Wet,1,Rural,Intersection,Pedestrian involved,Pedestrian,Adult,3,0,42,3.308234331,7.897903587,303.6862603,6.652740611,0.475053299,63,13.39899097,1,1,0
166177,New Hampshire,27/1/2024 19:40,Friday,19:34:12,Sunny,Snowy,0,Street,Intersection,Cyclist involved,Pedestrian,Teenager,5,2,67,4.413916161,3.085143462,233.5221641,4.288209737,0.556448562,94,10.73098178,0,1,1
166178,Florida,11/2/2024 3:01,Thursday,11:05:51,Sunny,Dry,0,Rural,T-Junction,Side collision,Car,Teenager,4,0,50,9.282625792,7.253561407,763.6631715,5.078698694,0.125272574,31,25.62539083,0,0,1
166179,Alaska,14/2/2024 7:20,Friday,11:36:08,Snowy,Icy,0,Street,Underpass,Rollover,Pedestrian,Adult,2,1,40,2.231367286,1.254830028,726.3667456,9.12993066,0.854209782,61,17.7715757,1,1,0
166180,Colorado,12/2/2024 0:47,Thursday,0:03:20,Foggy,Icy,0,Urban,Roundabout,Pedestrian involved,Truck,Adult,2,2,50,4.865926031,3.646710746,548.5444655,7.829392848,0.233858508,8,15.99380225,1,1,0
166181,Tennessee,2/1/2024 23:15,Sunday,0:46:55,Rainy,Snowy,1,Freeway,Roundabout,Side collision,Car,Adult,4,3,66,0.996213898,8.568284381,967.0028702,3.990185115,0.82454499,80,28.78590628,1,1,0
166182,Maryland,14/2/2024 10:56,Sunday,13:09:09,Stormy,Wet,0,Freeway,Overpass,Side collision,Truck,Young Adult,2,2,70,3.855290364,0.323982935,665.9053783,7.841394862,0.810209331,32,27.54120162,1,1,1
166183,Minnesota,21/2/2024 4:58,Saturday,18:45:35,Stormy,Icy,1,Urban,T-Junction,Pedestrian involved,Truck,Senior,1,0,65,1.48793858,6.922415861,681.9450545,3.824987125,0.979744715,37,17.7715757,1,1,0
166184,North Carolina,20/2/2024 7:42,Wednesday,5:34:37,Rainy,Dry,1,Highway,NA,Cyclist involved,Car,Senior,2,0,43,4.249216801,5.577891697,567.9917194,7.593434425,0.853496215,49,8.688177879,1,0,0
166185,Mississippi,27/2/2024 22:53,Tuesday,18:49:12,Snowy,Snowy,0,Freeway,T-Junction,Run-off-road,Car,Young Adult,2,2,70,1.524787859,9.669444349,354.7852114,NA,0.72696675,61,13.83664024,1,1,1
166186,Nevada,31/1/2024 15:16,Thursday,3:54:06,Sunny,Dry,1,Highway,Intersection,Rear-end collision,Pedestrian,Young Adult,5,2,58,9.785584885,0.909805311,211.1908808,9.643683796,0.414768115,46,17.7715757,0,0,1
166187,Connecticut,24/1/2024 22:42,Saturday,23:08:03,Rainy,Icy,0,Rural,Overpass,Run-off-road,Bicycle,Senior,4,1,34,6.476296938,5.442830461,641.4742033,7.875556586,0.310098221,78,25.87969437,1,1,0
166188,Arizona,16/1/2024 18:01,Thursday,10:21:15,Sunny,Wet,1,Street,T-Junction,Rear-end collision,Truck,Teenager,3,3,39,2.982181348,4.165272597,510.3868548,5.776440919,0.688083524,66,20.97619637,0,1,1
166189,Texas,16/1/2024 15:47,Friday,10:21:09,Snowy,Muddy,1,Urban,NA,Head-on collision,Car,Adult,2,3,44,1.543582268,7.411111625,222.1314845,NA,0.772278991,77,26.33988429,1,1,0
166190,Tennessee,9/2/2024 1:01,Thursday,10:40:07,Snowy,Muddy,1,Freeway,Intersection,Rollover,Truck,Adult,2,0,63,4.997733557,4.044872467,982.1887884,7.983352088,0.59333814,52,16.75356523,1,1,0
166191,Hawaii,3/2/2024 21:56,Monday,12:29:08,Rainy,Muddy,0,Freeway,Underpass,Run-off-road,Motorcycle,Adult,2,3,50,8.010618767,1.625326508,610.5835382,9.943629506,0.234602132,75,13.8738111,1,1,0
166192,Kansas,8/1/2024 20:43,Friday,12:30:08,Foggy,Snowy,1,Freeway,T-Junction,Head-on collision,Car,Teenager,2,3,42,7.069506406,6.17517235,874.5814717,6.254066763,0.601879621,64,7.509461098,1,1,1
166193,Massachusetts,20/1/2024 7:51,Monday,16:05:35,Foggy,Dry,0,Urban,Roundabout,Pedestrian involved,Bicycle,Adult,1,0,53,2.494276532,2.016462992,639.5145778,3.453737947,0.971241609,56,8.784812655,1,0,0
166194,New York,12/2/2024 3:46,Friday,21:23:33,Foggy,Dry,1,Street,T-Junction,Rear-end collision,Bicycle,Senior,1,0,32,2.630138611,9.325554814,419.3825682,4.405178713,0.43265022,49,15.3011996,1,0,0
166195,Oregon,21/2/2024 19:54,Sunday,8:01:10,Foggy,Muddy,1,Highway,Overpass,Rear-end collision,Bicycle,Teenager,5,3,55,2.439029828,4.239957355,903.2428793,5.27216533,0.367198644,44,27.17392001,1,1,1
166196,New Jersey,27/2/2024 10:17,Monday,17:41:58,Sunny,Dry,0,Freeway,Intersection,Run-off-road,Car,Young Adult,5,1,50,0.627206383,8.580293733,703.6043083,7.569252849,0.605281954,49,13.04492104,0,0,1
166197,South Dakota,4/2/2024 18:57,Saturday,17:58:19,Stormy,Icy,1,Highway,Crossroads,Rear-end collision,Truck,Teenager,1,3,50,1.452825994,7.057027069,219.6738261,6.653912067,0.279441944,29,21.04728774,1,1,1
166198,Oregon,7/2/2024 18:34,Friday,6:13:55,Stormy,Muddy,0,Urban,T-Junction,Run-off-road,Pedestrian,Adult,1,3,58,9.623105012,7.905834549,413.8899007,5.82024085,0.211102699,54,17.7715757,1,1,0
166199,Illinois,25/1/2024 19:42,Monday,14:53:39,Snowy,Muddy,0,Rural,Overpass,Cyclist involved,Pedestrian,Senior,1,0,50,0.713981975,5.724765887,995.7530524,4.073182015,0.955720624,35,7.734460354,1,1,0
166200,Maryland,12/2/2024 17:55,Tuesday,22:50:27,Snowy,Icy,0,Rural,T-Junction,Head-on collision,Motorcycle,Young Adult,4,1,50,4.958477792,4.781342436,631.4400262,8.00542316,0.711035345,15,22.99255256,1,1,1
166201,Maine,17/2/2024 23:05,Sunday,17:05:46,Snowy,Snowy,1,Street,Intersection,Side collision,Pedestrian,Adult,5,3,63,5.244304859,1.851594406,548.6206059,4.709874148,0.584253605,23,29.03507351,1,1,0
166202,Michigan,28/1/2024 14:44,Sunday,22:52:16,Sunny,Muddy,0,Urban,Overpass,Head-on collision,Bicycle,Young Adult,1,1,69,6.4788217,9.110536687,261.2322509,3.711824075,0.300109634,49,29.22333359,0,1,1
166203,Minnesota,1/2/2024 4:56,Thursday,12:43:46,Snowy,Dry,1,Freeway,Intersection,Rollover,Motorcycle,Young Adult,1,1,42,6.5088529,9.494393544,474.1431502,8.802388804,0.783115311,92,24.97156119,1,0,1
166204,Alabama,30/1/2024 18:56,Sunday,0:33:32,Stormy,Muddy,0,Highway,Underpass,Head-on collision,Motorcycle,Teenager,5,0,33,9.220947591,8.063973605,840.1608999,8.380418154,0.516796535,80,18.62688519,1,1,1
166205,New Hampshire,10/2/2024 3:13,Monday,18:20:38,Foggy,Icy,0,Rural,Underpass,Head-on collision,Bicycle,Adult,3,1,46,8.468623078,6.317432101,778.4951017,7.148311048,0.410678806,39,28.00065006,1,1,0
166206,South Carolina,22/1/2024 18:43,Wednesday,12:09:07,Sunny,Dry,1,Rural,Roundabout,Head-on collision,Truck,Teenager,4,3,39,6.562842455,5.83918392,293.2372264,NA,0.917318705,76,20.80126243,0,0,1
166207,Indiana,17/2/2024 19:42,Wednesday,16:21:10,Snowy,Muddy,1,Urban,Crossroads,Head-on collision,Motorcycle,Teenager,3,1,50,0.184290011,1.908951691,783.1456787,6.759316676,0.789825661,49,12.44980564,1,1,1
166208,Idaho,27/2/2024 5:04,Thursday,8:52:52,Rainy,Icy,0,Highway,Overpass,Rollover,Bicycle,Adult,3,2,43,6.048521765,3.877015786,950.6369,4.929275569,0.845278299,77,18.92562506,1,1,0
166209,Wisconsin,1/1/2024 10:17,Thursday,10:55:58,Foggy,Icy,1,Highway,T-Junction,Run-off-road,Pedestrian,Young Adult,2,0,37,7.338889536,7.00493381,571.5543688,NA,0.947345617,98,15.24578823,1,1,1
166210,South Carolina,5/1/2024 10:47,Wednesday,15:03:13,Sunny,Icy,1,Rural,Underpass,Rollover,Truck,Adult,1,3,56,6.618841224,2.142032496,371.0937849,6.878330538,0.362119745,20,5.509141012,0,1,0
166211,Virginia,10/2/2024 8:08,Monday,7:33:23,Foggy,Snowy,0,Freeway,Intersection,Head-on collision,Bicycle,Young Adult,4,0,47,3.712806511,6.279362813,852.5341908,NA,0.784365595,16,5.113565373,1,1,1
166212,Maryland,26/2/2024 19:27,Sunday,11:12:38,Sunny,Wet,1,Street,Crossroads,Cyclist involved,Truck,Young Adult,3,3,50,8.791163784,5.288155361,498.1996491,7.809464248,0.210348453,49,23.22008466,0,1,1
166213,Maryland,12/2/2024 1:41,Wednesday,11:59:47,Rainy,Snowy,1,Urban,NA,Cyclist involved,Car,Adult,3,2,57,6.96950346,9.361935046,582.2327337,7.775621666,0.550873806,91,29.09231094,1,1,0
166214,Montana,17/1/2024 23:02,Friday,17:41:36,Rainy,Icy,1,Street,T-Junction,Rear-end collision,Motorcycle,Teenager,1,0,46,0.578438684,1.686364953,798.0454311,3.837696503,0.433346772,49,16.32188287,1,1,1
166215,Utah,25/2/2024 13:53,Sunday,16:12:49,Snowy,Dry,0,Rural,NA,Rollover,Truck,Teenager,2,2,53,6.662389939,4.209974814,626.4760654,3.584059655,0.655508085,96,17.7715757,1,0,1
166216,Idaho,6/2/2024 18:08,Monday,21:12:04,Stormy,Icy,1,Urban,Crossroads,Side collision,Truck,Young Adult,1,0,65,0.408507785,5.783671799,781.7178231,4.899256349,0.448106968,16,11.29792104,1,1,1
166217,Arizona,17/2/2024 0:34,Tuesday,18:12:39,Foggy,Snowy,0,Rural,T-Junction,Side collision,Pedestrian,Senior,4,0,32,2.5000743,0.384095401,117.2577704,7.725339219,0.836826415,86,6.254729089,1,1,0
166218,Alaska,22/2/2024 0:21,Sunday,0:00:15,Stormy,Wet,0,Urban,Roundabout,Rear-end collision,Bicycle,Young Adult,4,2,65,4.382291332,9.695904802,124.3954782,4.290981507,0.649635521,33,11.04159349,1,1,1
166219,Michigan,18/2/2024 14:13,Wednesday,6:31:11,Rainy,Wet,0,Rural,Roundabout,Head-on collision,Pedestrian,Senior,3,3,67,3.70802894,6.475398429,327.6931355,6.062143035,0.722699247,73,29.07327315,1,1,0
166220,Oklahoma,28/1/2024 0:36,Friday,21:51:33,Snowy,Wet,0,Urban,NA,Rollover,Motorcycle,Senior,4,0,55,8.928125608,6.679840739,169.9479389,7.74162928,0.333106943,53,17.02831808,1,1,0
166221,Ohio,20/2/2024 7:32,Tuesday,1:42:11,Rainy,Dry,1,Freeway,Intersection,Rear-end collision,Pedestrian,Adult,4,0,53,1.499047674,2.399364319,455.8988793,3.431664436,0.371316621,14,17.02551415,1,0,0
166222,Montana,5/1/2024 14:22,Thursday,16:32:58,Stormy,Icy,0,Urban,Crossroads,Cyclist involved,Motorcycle,Adult,3,0,33,8.038102852,7.698240377,583.1897098,9.880525928,0.664391395,49,13.51945559,1,1,0
166223,Kansas,1/1/2024 9:33,Monday,20:28:53,Foggy,Icy,1,Street,Overpass,Rear-end collision,Car,Teenager,4,1,55,9.200114667,3.127077179,129.9429488,6.374584908,0.341923493,34,19.87670831,1,1,1
166224,Arizona,19/1/2024 15:21,Friday,14:37:48,Rainy,Wet,0,Street,T-Junction,Cyclist involved,Motorcycle,Senior,4,2,69,8.546777583,6.582821454,923.1882155,5.504310823,0.262451105,33,12.5081573,1,1,0
166225,Oklahoma,14/1/2024 8:48,Monday,22:43:57,Stormy,Dry,0,Highway,T-Junction,Rear-end collision,Pedestrian,Teenager,3,0,66,3.630043117,2.584572041,668.1953551,3.080902729,0.706023406,3,8.350905146,1,0,1
166226,Indiana,15/1/2024 0:28,Friday,12:54:55,Foggy,Wet,0,Highway,T-Junction,Side collision,Motorcycle,Senior,1,2,50,1.394966358,6.308965535,626.6482775,4.740408179,0.941603329,40,23.99540383,1,1,0
166227,Rhode Island,18/1/2024 10:51,Friday,18:58:53,Sunny,Snowy,1,Highway,Crossroads,Side collision,Truck,Adult,4,1,57,8.257544947,1.864843214,206.1979696,3.878330021,0.521368539,45,14.37554766,0,1,0
166228,Utah,4/2/2024 18:07,Monday,4:25:14,Sunny,Icy,0,Highway,Roundabout,Rear-end collision,Bicycle,Adult,2,0,54,7.261418312,9.003048916,346.454892,4.162932592,0.829435799,49,17.91129586,0,1,0
166229,Utah,11/1/2024 1:38,Monday,5:41:23,Stormy,Muddy,1,Urban,Underpass,Side collision,Truck,Teenager,2,2,36,0.297407326,7.6701075,767.5276457,NA,0.81534511,4,13.21231394,1,1,1
166230,Vermont,26/2/2024 9:52,Monday,12:18:28,Rainy,Icy,0,Rural,Overpass,Run-off-road,Bicycle,Teenager,5,3,50,0.154230502,0.38036458,855.0147946,6.853010764,0.495597945,51,23.90289008,1,1,1
166231,Kansas,2/2/2024 20:49,Sunday,0:43:09,Snowy,Icy,0,Street,Underpass,Run-off-road,Pedestrian,Teenager,1,0,68,1.27260176,5.378540927,268.0458797,8.139643374,0.105050634,60,12.84772357,1,1,1
166232,Alaska,4/2/2024 7:40,Sunday,20:27:10,Sunny,Dry,1,Urban,T-Junction,Rear-end collision,Car,Young Adult,3,2,62,3.31400277,5.954230273,954.1055627,5.619000491,0.205612421,74,17.7715757,0,0,1
166233,Vermont,16/1/2024 10:04,Monday,1:49:50,Snowy,Dry,1,Rural,Overpass,Side collision,Motorcycle,Teenager,5,1,41,7.532231211,6.504543501,376.4933847,3.673778677,0.775570714,64,29.54224822,1,0,1
166234,Michigan,14/2/2024 17:17,Saturday,13:35:01,Snowy,Muddy,0,Urban,NA,Cyclist involved,Motorcycle,Teenager,5,1,47,9.013101978,1.871520501,241.1042645,NA,0.75850078,2,17.41776441,1,1,1
166235,Vermont,15/1/2024 12:26,Friday,21:57:56,Foggy,Icy,0,Highway,Underpass,Rollover,Bicycle,Senior,4,0,54,8.451882264,5.639281761,572.5489893,8.901288154,0.474564044,39,24.45526038,1,1,0
166236,North Dakota,1/1/2024 14:03,Wednesday,18:49:19,Rainy,Snowy,0,Urban,NA,Head-on collision,Car,Young Adult,5,3,34,0.460857204,8.464587839,932.3786844,5.120221419,0.843271806,25,15.6993125,1,1,1
166237,South Carolina,13/2/2024 22:19,Thursday,16:06:02,Stormy,Wet,0,Urban,Underpass,Head-on collision,Motorcycle,Senior,3,2,52,1.980990803,9.569099387,591.1383302,4.518871653,0.777827225,87,23.82397316,1,1,0
166238,Alabama,8/2/2024 19:24,Saturday,15:07:54,Snowy,Icy,0,Freeway,NA,Rear-end collision,Bicycle,Teenager,3,0,65,2.457794401,4.142080809,823.2638126,8.411037066,0.561310493,15,23.53988142,1,1,1
